episode_id,total_reward,steps,brick_hits,lives_left
1,2.0,183,2,0
2,2.0,200,2,0
3,2.0,200,2,0
4,3.0,248,3,0
5,2.0,200,2,0
6,2.0,200,2,0
7,2.0,200,2,0
8,2.0,200,2,0
9,2.0,200,2,0
10,3.0,248,3,0
11,2.0,200,2,0
12,2.0,200,2,0
