#{"t_start": 1764629519.3200788, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
24.0,1962,812.918863
13.0,2077,817.28867
11.0,2060,821.672676
13.0,1414,824.591143
6.0,1308,827.278833
11.0,2144,831.776176
5.0,1225,834.224157
14.0,2338,839.209034
13.0,1482,842.322193
13.0,1414,845.340258
46.0,2761,851.269558
4.0,1113,853.580554
19.0,2425,858.806768
20.0,2718,864.725954
8.0,1172,867.247821
16.0,2136,871.843697
14.0,2352,876.818348
16.0,2238,881.597953
8.0,1223,884.159045
11.0,1892,888.251809
17.0,3069,894.801352
32.0,2053,899.169146
15.0,2223,903.900662
4.0,974,905.983134
5.0,1102,908.271015
32.0,2372,913.302462
16.0,1835,917.261904
15.0,2336,922.328799
25.0,2932,928.867241
13.0,2198,933.865414
19.0,1875,937.988853
16.0,1847,941.905282
20.0,2710,947.753568
18.0,2616,953.307551
12.0,2100,957.766547
12.0,1288,960.484967
28.0,2809,966.643016
16.0,1862,970.56527
18.0,2147,975.148735
21.0,2230,979.83777
23.0,3178,986.659385
18.0,2808,992.554141
25.0,2423,997.70196
16.0,1899,1001.672936
10.0,1844,1005.583082
30.0,2246,1010.250095
21.0,2792,1016.119648
26.0,3240,1023.036399
16.0,1826,1026.91362
29.0,1825,1030.814269
23.0,1922,1034.976
62.0,2491,1040.230656
25.0,2961,1046.847549
15.0,1554,1050.107408
18.0,2380,1055.132319
24.0,1958,1059.095077
19.0,2143,1063.447587
14.0,2170,1067.862678
16.0,2159,1072.259409
20.0,2330,1077.043722
19.0,2546,1082.491075
17.0,1757,1086.270811
22.0,2860,1092.289341
21.0,2388,1097.283676
23.0,2343,1102.1324
14.0,2043,1106.410064
17.0,2312,1111.113049
20.0,1815,1114.89361
16.0,2604,1120.17449
11.0,2024,1124.361032
19.0,2819,1130.117234
17.0,2377,1135.020991
19.0,2146,1139.475391
