#{"t_start": 1764629519.4878368, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
13.0,1419,987.80082
39.0,3682,995.676111
13.0,2164,1000.211457
15.0,2388,1005.381321
14.0,1931,1009.38432
13.0,1414,1012.295717
30.0,3169,1018.993843
8.0,1606,1022.374787
0.0,522,1023.388641
18.0,1846,1027.336111
21.0,3085,1034.041028
37.0,2434,1039.173644
14.0,2286,1044.09618
10.0,1998,1048.523674
13.0,2349,1053.519876
19.0,2492,1058.656547
18.0,2570,1063.91521
19.0,2743,1069.552889
42.0,2475,1074.558957
15.0,2171,1079.120414
17.0,2518,1084.511673
30.0,2226,1089.177563
18.0,2209,1093.82221
14.0,1461,1096.814381
25.0,2959,1102.986688
5.0,1514,1106.100312
53.0,3017,1112.290917
20.0,1318,1115.012785
18.0,2552,1120.237281
15.0,2733,1125.911995
26.0,3524,1133.128859
5.0,1187,1135.596079
