#{"t_start": 1764629518.763839, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,655,418.006603
11.0,1095,420.386455
11.0,1107,422.774611
2.0,831,424.505728
0.0,532,425.611197
2.0,763,427.212055
11.0,1111,429.556736
2.0,751,431.139914
8.0,1211,433.673715
8.0,1902,437.804364
1.0,627,439.104161
9.0,1628,442.648732
9.0,1644,446.214859
4.0,1133,448.569116
10.0,1810,452.428323
5.0,1418,455.496988
4.0,1202,458.055466
3.0,879,459.934989
9.0,1634,463.413185
5.0,1414,466.519603
3.0,935,468.439277
4.0,1073,470.671036
9.0,1616,474.19695
7.0,1519,477.508587
3.0,1000,479.604533
8.0,1187,482.238832
9.0,1335,485.046223
3.0,1034,487.262772
2.0,826,489.038027
4.0,1079,491.321448
2.0,847,493.096811
8.0,1212,495.695935
2.0,819,497.417135
11.0,1540,500.727965
7.0,1702,504.377154
0.0,533,505.507153
3.0,951,507.4885
7.0,1011,509.616666
2.0,752,511.222444
3.0,876,513.028205
4.0,1055,515.26794
2.0,743,516.900236
0.0,527,517.973911
0.0,543,519.107415
0.0,516,520.185212
2.0,743,521.768583
10.0,1804,525.807474
9.0,1644,529.35819
12.0,1203,531.913007
3.0,871,533.728903
6.0,1525,537.00177
9.0,1628,540.536919
2.0,764,542.221792
1.0,639,543.580655
5.0,1247,546.279782
5.0,1360,549.282843
11.0,1107,551.523647
6.0,1399,554.532771
12.0,1143,556.98093
9.0,1644,560.46073
7.0,999,562.565826
9.0,1624,566.036787
11.0,1099,568.401766
6.0,1472,571.47243
9.0,1636,574.913001
10.0,1830,578.894305
19.0,1920,583.023132
23.0,1642,586.60745
9.0,1411,589.735506
14.0,2152,594.576795
0.0,541,595.755417
1.0,639,597.107231
11.0,1111,599.477244
14.0,2365,604.845179
7.0,1503,608.216609
8.0,1135,610.717686
23.0,2078,615.160674
9.0,1628,618.568626
7.0,995,620.61767
8.0,1800,624.365386
12.0,1303,627.114442
17.0,1995,631.450002
11.0,1095,633.727038
12.0,1155,636.121127
12.0,2026,640.371392
11.0,2012,644.708637
2.0,763,646.305686
3.0,964,648.284453
7.0,999,650.405137
11.0,1678,653.902509
7.0,1486,657.074073
12.0,2088,661.527179
7.0,1706,665.145658
5.0,1303,667.92588
7.0,1587,671.239746
6.0,1420,674.199965
14.0,2282,679.062255
10.0,2040,683.368525
16.0,1694,686.952027
12.0,2108,691.300061
11.0,1107,693.602913
7.0,1603,696.968602
8.0,1786,700.762801
6.0,1352,703.586828
11.0,1107,705.874241
13.0,2098,710.335028
20.0,2598,715.795052
14.0,2326,720.701069
11.0,1107,722.965754
19.0,2636,728.551722
14.0,2348,733.492438
12.0,2108,737.890141
13.0,2222,742.539506
11.0,1107,744.807491
13.0,1413,747.770443
12.0,1315,750.480592
12.0,1315,753.182624
15.0,2384,758.202127
10.0,2054,762.469458
14.0,1490,765.658218
17.0,2164,770.120765
9.0,1992,774.31555
7.0,1630,777.792394
8.0,1123,780.145132
8.0,1670,783.671893
16.0,1835,787.529772
11.0,2264,792.387503
15.0,2424,797.507985
10.0,1569,800.79262
21.0,2630,806.302533
6.0,1542,809.486882
10.0,1428,812.406502
20.0,2603,817.961278
15.0,1877,821.870238
12.0,1815,825.725091
9.0,1388,828.571228
12.0,2351,833.539094
10.0,1503,836.70392
8.0,1862,840.60184
15.0,1702,844.220167
13.0,2484,849.580235
4.0,1073,851.8223
13.0,2317,856.801816
23.0,1710,860.411299
8.0,1590,863.838198
17.0,2948,870.223939
13.0,2055,874.635997
11.0,1912,878.723522
15.0,1746,882.407466
18.0,1862,886.378593
11.0,1633,889.814911
3.0,940,891.772985
8.0,1602,895.082048
13.0,1410,898.079941
10.0,1946,902.234648
28.0,2118,906.803618
10.0,2042,911.187947
19.0,2622,916.77197
27.0,1826,920.689372
17.0,1931,924.810261
23.0,1981,929.227644
8.0,1599,932.822087
12.0,2012,937.338755
9.0,2049,941.660688
13.0,1270,944.330901
3.0,879,946.148352
17.0,2673,951.781546
19.0,1813,955.632118
21.0,2002,959.893285
18.0,1983,964.127044
12.0,1155,966.548049
45.0,3579,974.197421
150.0,2459,979.421488
27.0,3040,985.945618
23.0,3208,992.802543
24.0,2860,998.948807
28.0,2026,1003.191311
35.0,2277,1008.031707
22.0,3130,1014.613624
18.0,2583,1020.06215
22.0,2567,1025.57843
21.0,2772,1031.551112
41.0,2397,1036.727031
25.0,1650,1040.115157
21.0,2554,1045.726964
6.0,1385,1048.724068
14.0,1939,1052.831603
15.0,2336,1057.682125
21.0,2626,1063.068261
15.0,2095,1067.318124
17.0,1942,1071.309053
28.0,3353,1078.25103
26.0,2206,1082.940673
18.0,2055,1087.349133
17.0,1875,1091.244672
13.0,1266,1093.874705
19.0,2150,1098.363554
18.0,2029,1102.519936
37.0,2005,1106.697969
18.0,2066,1110.924248
25.0,1922,1114.866994
15.0,1638,1118.152342
12.0,1298,1120.765745
19.0,2611,1126.207055
34.0,2523,1131.311293
29.0,2142,1135.706862
9.0,1801,1139.424412
