#{"t_start": 1764713411.4022796, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,524,633.27858
6.0,1548,636.377331
0.0,527,637.311389
3.0,1022,639.30074
5.0,1280,641.736701
0.0,535,642.697051
13.0,2354,647.424259
9.0,1714,650.724939
10.0,1836,654.325698
2.0,826,655.920285
1.0,624,657.106098
9.0,1632,660.298769
6.0,1448,663.078532
3.0,1019,665.011174
3.0,934,666.844717
13.0,2264,671.413438
2.0,914,673.232143
0.0,541,674.20929
11.0,1856,677.89188
2.0,840,679.472137
0.0,531,680.414485
1.0,655,681.595175
1.0,627,682.784003
2.0,833,684.424052
4.0,1229,686.817427
5.0,1333,689.424324
10.0,1742,692.812943
3.0,943,694.622064
0.0,511,695.592514
7.0,1814,699.166311
9.0,2039,703.30453
10.0,1838,707.003767
0.0,535,707.955339
2.0,749,709.375246
1.0,723,710.665674
10.0,1824,714.297869
11.0,1900,718.062054
2.0,843,719.633866
12.0,1938,723.404104
2.0,911,725.191002
1.0,729,726.515324
5.0,1342,729.0576
10.0,1734,732.341451
2.0,751,733.791269
6.0,1446,736.654256
0.0,523,737.580916
0.0,527,738.56252
1.0,623,739.74672
1.0,723,741.085596
9.0,1894,744.841491
1.0,649,746.056454
16.0,1359,748.788384
6.0,1590,751.967471
0.0,524,752.924027
2.0,740,754.375716
2.0,915,756.171293
1.0,613,757.406178
5.0,1312,759.994086
10.0,1824,763.5115
2.0,743,765.00365
8.0,1909,768.729368
3.0,960,770.631317
2.0,814,772.15551
4.0,1292,774.603691
4.0,1155,776.820199
2.0,818,778.374388
7.0,1560,781.41555
9.0,1632,784.605011
5.0,1145,786.787636
9.0,1534,789.786741
4.0,1025,791.676259
6.0,1456,794.51746
1.0,641,795.723417
1.0,739,797.154837
4.0,1076,799.214001
12.0,2136,803.305608
5.0,1250,805.729285
10.0,1797,809.384446
5.0,1262,811.816306
9.0,1628,815.032192
10.0,1758,818.410929
9.0,2137,822.545251
11.0,1723,825.902219
11.0,1623,829.087139
2.0,736,830.458159
4.0,1244,832.869312
4.0,1015,834.87484
10.0,1762,847.593645
7.0,1600,850.739673
4.0,1078,852.773894
7.0,1518,855.73512
3.0,1029,857.701309
8.0,1663,860.92684
8.0,1119,863.089292
7.0,1718,866.538983
9.0,1756,870.064491
6.0,1512,873.104587
12.0,1151,875.347313
9.0,1628,878.543468
4.0,1136,880.795528
11.0,1087,882.960221
12.0,1151,885.273578
5.0,1255,887.742998
9.0,1614,890.940748
11.0,1091,893.023938
9.0,1331,895.594716
19.0,2542,900.654058
16.0,2244,904.983214
5.0,1514,907.925799
12.0,2332,912.566746
12.0,2152,916.89095
16.0,2548,921.940448
6.0,1476,924.798716
18.0,2209,929.113807
5.0,1197,931.487872
15.0,2458,936.32723
13.0,2238,940.707999
5.0,1205,943.032749
10.0,1752,946.509725
8.0,1771,950.0628
18.0,2561,955.204581
16.0,2426,959.968015
12.0,2008,963.941156
11.0,1111,966.093873
10.0,1657,969.396352
1.0,644,970.572507
16.0,2644,975.858432
11.0,1812,979.494302
14.0,2280,984.071223
14.0,1618,987.266262
9.0,1255,989.758229
11.0,1916,993.508235
11.0,2193,997.916344
11.0,1892,1001.674146
14.0,2219,1006.135278
12.0,1306,1008.690762
6.0,1544,1011.693764
11.0,2246,1016.200182
13.0,1443,1019.083388
12.0,1306,1021.614399
8.0,1925,1025.510453
13.0,2177,1029.874661
16.0,2562,1035.053629
9.0,1820,1038.70083
12.0,2038,1042.861277
7.0,1520,1046.059737
8.0,1764,1049.862793
0.0,512,1050.932641
8.0,1864,1054.915515
0.0,523,1056.009249
13.0,1411,1059.078755
15.0,1783,1062.822502
6.0,1461,1065.921631
11.0,2172,1070.605695
11.0,2016,1074.944951
13.0,2084,1079.339837
14.0,2326,1084.194786
12.0,2004,1088.205685
12.0,1945,1091.989782
11.0,1095,1094.184098
11.0,2194,1098.511204
11.0,1948,1102.389883
11.0,1892,1106.163405
15.0,2185,1110.481452
12.0,2573,1115.61782
18.0,2699,1121.028847
12.0,1151,1123.300556
11.0,1643,1126.544997
25.0,3695,1133.886624
13.0,2440,1138.949542
16.0,2660,1144.213241
11.0,2152,1148.401772
20.0,3413,1155.108863
23.0,2065,1159.129079
15.0,2028,1163.014039
12.0,1927,1166.772345
18.0,2480,1171.67546
8.0,1991,1175.623339
24.0,3667,1183.059029
18.0,2735,1188.656658
22.0,2798,1194.397203
13.0,1427,1197.152312
30.0,3240,1203.684204
11.0,2366,1208.429241
26.0,2041,1212.400968
19.0,2532,1217.489091
16.0,2557,1222.507527
16.0,2543,1227.573273
14.0,2182,1231.901266
21.0,2735,1237.315565
19.0,2932,1243.176189
17.0,2042,1247.232436
16.0,2543,1252.201838
22.0,2972,1258.458837
16.0,2612,1279.311041
20.0,3010,1285.445301
19.0,3017,1291.542704
11.0,2330,1296.135166
18.0,2844,1301.916418
20.0,2111,1306.199251
14.0,2650,1311.419944
23.0,2992,1317.348596
16.0,1906,1321.146536
20.0,2999,1327.212723
15.0,2527,1332.275934
16.0,2394,1337.085255
26.0,3356,1343.627983
15.0,1934,1347.421319
27.0,3777,1354.94814
28.0,3553,1361.914117
16.0,2472,1366.863743
39.0,3942,1374.620893
12.0,2171,1378.723055
15.0,2717,1384.066572
8.0,1715,1387.347259
19.0,2788,1392.807695
36.0,4114,1400.957635
19.0,3015,1406.899581
18.0,1549,1409.942377
10.0,1819,1413.467356
19.0,2828,1419.12704
13.0,2418,1423.86685
24.0,3222,1430.293458
12.0,2431,1435.020392
26.0,3500,1441.905233
2.0,908,1443.667596
22.0,2856,1449.22461
16.0,2744,1454.651995
4.0,1100,1456.725149
10.0,2011,1460.733327
16.0,2231,1465.150828
20.0,3120,1471.325528
11.0,2161,1475.520674
20.0,2900,1481.185256
21.0,3214,1487.638686
7.0,1599,1490.70984
36.0,2945,1496.609072
18.0,2500,1501.619506
19.0,3245,1508.067799
18.0,3077,1514.149818
11.0,2310,1518.679107
20.0,2716,1523.961049
15.0,2412,1528.628184
12.0,2382,1533.195618
11.0,2140,1537.372586
14.0,2188,1541.617786
16.0,2708,1546.875687
9.0,1882,1550.487646
13.0,1354,1553.040458
24.0,3350,1559.642817
34.0,3022,1565.675831
20.0,2796,1571.171463
21.0,3429,1578.052357
18.0,2400,1582.716815
22.0,2699,1588.048316
13.0,2353,1592.591405
27.0,3300,1599.110616
6.0,1594,1602.157576
19.0,3021,1608.122795
31.0,3847,1615.631616
10.0,2137,1619.762696
15.0,2694,1624.919227
31.0,4003,1632.686817
19.0,3201,1638.894157
26.0,3774,1646.378202
27.0,3749,1653.618422
15.0,2259,1658.025616
35.0,3859,1665.647483
27.0,3448,1672.306015
18.0,2788,1677.772989
21.0,2974,1697.553568
21.0,2506,1702.369497
21.0,3105,1708.404675
16.0,1895,1712.003844
15.0,1750,1715.363932
13.0,2200,1719.614847
16.0,3136,1725.661216
12.0,2480,1730.430763
42.0,2695,1735.634996
12.0,1978,1739.503196
20.0,2812,1744.911973
32.0,3295,1751.279453
25.0,2450,1756.123936
16.0,2437,1760.884466
18.0,2532,1765.819141
24.0,3052,1771.769469
28.0,3070,1777.707174
30.0,4618,1786.652275
60.0,5461,1797.364509
19.0,2594,1802.388602
34.0,3517,1809.107805
17.0,3172,1815.292224
28.0,2493,1820.17524
22.0,2021,1824.137822
23.0,3611,1831.195537
24.0,2527,1836.070789
27.0,2842,1841.559924
17.0,1906,1845.214649
20.0,1803,1848.645699
23.0,3620,1855.677431
39.0,2271,1860.071879
26.0,3086,1866.109159
21.0,2810,1871.527937
23.0,2277,1876.068253
12.0,2523,1881.039627
20.0,3032,1887.085824
21.0,3349,1893.718493
25.0,2078,1897.808549
36.0,4365,1906.483888
26.0,4158,1914.639182
10.0,2102,1918.627606
15.0,2292,1923.047825
24.0,3316,1929.552411
58.0,5332,1940.125201
28.0,3632,1947.222909
14.0,2597,1952.327664
22.0,2803,1957.878604
32.0,3310,1964.336773
39.0,3516,1971.121059
20.0,2966,1976.942891
19.0,1775,1980.312111
38.0,3650,1987.552069
9.0,1743,1990.868175
25.0,3215,1997.110982
46.0,5069,2007.147528
25.0,2688,2012.329087
29.0,3775,2019.70273
12.0,2088,2023.751495
40.0,3819,2031.140093
16.0,2816,2036.579941
16.0,2362,2041.127137
22.0,3444,2047.827547
30.0,3261,2054.207702
22.0,3015,2060.067968
25.0,3193,2066.395385
31.0,3788,2073.81636
37.0,4537,2082.6294
36.0,4390,2091.365893
56.0,4829,2118.99874
20.0,3084,2125.181305
55.0,6018,2137.085691
26.0,3556,2144.074885
21.0,2923,2149.807969
14.0,1438,2152.556093
29.0,3480,2159.41167
25.0,3056,2165.316822
23.0,3354,2171.786256
23.0,2845,2177.351276
38.0,4175,2185.489571
18.0,1725,2188.887965
19.0,2953,2194.675633
12.0,2406,2199.247467
10.0,2103,2203.201006
19.0,3178,2209.388853
36.0,3945,2217.66955
25.0,3465,2224.590666
19.0,3143,2231.31297
20.0,1913,2235.297358
16.0,2981,2241.289073
18.0,2996,2247.261107
15.0,1819,2250.873855
24.0,3577,2258.284933
16.0,2848,2263.78898
18.0,2748,2269.13443
34.0,3828,2276.703204
25.0,3556,2283.856148
19.0,2258,2288.298967
45.0,4264,2296.751969
23.0,3144,2303.042758
19.0,3417,2309.811236
54.0,5291,2320.288761
26.0,3339,2326.848931
25.0,3033,2332.709683
32.0,4416,2341.365715
26.0,2363,2345.995008
24.0,2864,2351.583311
17.0,2569,2356.542662
27.0,3114,2362.599032
49.0,4666,2371.697803
44.0,3894,2379.398671
19.0,2671,2384.715699
43.0,5073,2394.617472
38.0,3894,2402.14594
44.0,4548,2410.959314
57.0,4694,2420.090423
23.0,2141,2424.14799
19.0,3003,2429.908969
14.0,2734,2435.153237
21.0,2581,2440.198167
35.0,4376,2448.628853
19.0,2986,2454.309542
23.0,3392,2460.757649
14.0,2556,2465.593491
23.0,2797,2471.009979
16.0,3003,2476.763753
39.0,4898,2486.355828
40.0,3463,2493.102683
16.0,1847,2496.636615
71.0,6331,2509.271245
31.0,3864,2539.591156
28.0,3558,2546.537885
33.0,4149,2554.646763
28.0,3213,2560.905927
53.0,4746,2570.17191
24.0,3399,2576.780576
31.0,3365,2583.307959
29.0,4591,2592.256752
47.0,4289,2600.709086
22.0,3253,2607.103362
29.0,3613,2614.165118
35.0,4463,2622.941785
52.0,4582,2631.951692
15.0,3048,2637.761156
41.0,4084,2646.09075
34.0,4144,2654.907863
22.0,3009,2661.118499
44.0,5518,2672.657998
23.0,2755,2678.264377
67.0,5713,2689.824094
43.0,4523,2698.923932
64.0,5168,2709.469096
36.0,4432,2718.431939
37.0,4438,2727.716879
39.0,3411,2734.735001
22.0,3323,2741.363802
51.0,4473,2750.417722
74.0,6164,2763.091693
34.0,3934,2771.034476
38.0,3357,2777.810318
18.0,2440,2782.682118
27.0,2687,2788.022471
33.0,3726,2795.647152
13.0,2118,2799.89531
93.0,5134,2810.398015
24.0,3331,2817.281614
25.0,3315,2823.828899
39.0,4957,2833.783177
29.0,2966,2839.644449
48.0,4442,2848.58923
38.0,3641,2855.890471
63.0,6183,2868.228874
41.0,4645,2877.520936
59.0,5359,2888.278379
48.0,3649,2895.718597
75.0,6445,2908.693696
45.0,5098,2918.916543
25.0,3213,2925.353419
33.0,3902,2933.036349
46.0,4871,2968.517238
39.0,3706,2975.927737
38.0,4281,2984.744806
42.0,3682,2992.150452
26.0,3201,2998.45408
17.0,2556,3003.425353
31.0,3729,3010.851602
54.0,5491,3021.805839
29.0,2540,3026.773924
31.0,3729,3034.230538
31.0,3308,3040.899553
25.0,3798,3048.462749
34.0,3648,3055.58798
53.0,3993,3063.439743
15.0,1741,3066.818036
31.0,3833,3074.247336
18.0,2977,3080.141193
63.0,5376,3090.81567
24.0,3281,3097.109338
30.0,2109,3101.159608
41.0,3830,3108.704967
48.0,4910,3118.404922
27.0,2225,3122.721291
11.0,1603,3125.943084
60.0,4575,3134.888176
55.0,5254,3145.429377
19.0,1805,3148.884095
60.0,5256,3159.284002
55.0,5270,3169.745375
28.0,3587,3176.813389
51.0,4255,3185.042931
34.0,3789,3192.362291
33.0,4743,3201.606629
55.0,4812,3210.803539
56.0,4936,3220.269766
33.0,3423,3227.084389
57.0,4496,3236.073343
32.0,3652,3243.269006
16.0,2834,3248.772243
34.0,3373,3255.309622
46.0,4226,3263.517367
28.0,3205,3269.839851
32.0,3977,3277.542568
48.0,4394,3286.208835
28.0,3604,3293.280844
54.0,5189,3303.39528
30.0,3774,3310.695759
17.0,2894,3316.598705
34.0,3884,3324.322046
28.0,3689,3331.509603
35.0,3945,3339.233092
39.0,4017,3347.091779
50.0,5174,3357.176854
38.0,4013,3364.860968
37.0,4112,3398.576005
25.0,3759,3405.852489
56.0,5451,3416.451281
41.0,3782,3423.745071
28.0,4094,3431.679205
45.0,4813,3441.121056
34.0,4033,3448.971215
31.0,3322,3455.353844
26.0,3655,3462.382907
49.0,4901,3471.925141
53.0,5598,3482.828645
28.0,3491,3489.579647
47.0,5180,3499.785472
27.0,3935,3507.513365
38.0,4253,3515.842321
49.0,4146,3524.089249
47.0,5212,3534.358789
31.0,4696,3543.440506
32.0,3852,3550.901361
91.0,6711,3564.15793
54.0,5882,3575.679886
66.0,5205,3585.834668
29.0,3157,3592.002034
54.0,5769,3603.576093
39.0,5078,3613.511737
52.0,5409,3624.003116
20.0,2898,3629.636996
71.0,5818,3640.99369
40.0,4704,3650.202464
27.0,2649,3655.388139
53.0,4984,3665.102632
50.0,5342,3675.472499
46.0,4647,3684.569976
21.0,2664,3689.703208
51.0,4816,3699.107376
72.0,5740,3710.539315
74.0,5856,3722.009778
46.0,5048,3731.882472
74.0,5046,3741.887225
25.0,2897,3747.7165
29.0,3911,3755.33121
43.0,4703,3764.63071
44.0,4016,3772.450818
63.0,4909,3782.116251
76.0,5915,3816.571385
16.0,2821,3822.075312
27.0,3473,3828.907528
82.0,6376,3841.386158
56.0,5273,3851.821615
40.0,4622,3860.919669
52.0,4082,3868.9684
37.0,4028,3876.858833
32.0,4292,3885.329845
19.0,2814,3890.822319
34.0,3721,3898.153777
46.0,5467,3908.919855
47.0,4260,3917.3211
42.0,2768,3922.669327
50.0,4919,3932.423011
64.0,5433,3942.922574
35.0,3941,3950.665249
44.0,4199,3958.827241
27.0,3012,3964.66466
20.0,3089,3970.540105
68.0,5885,3982.111493
45.0,4908,3991.745011
22.0,3313,3998.242328
40.0,4365,4006.965343
41.0,3918,4014.600885
22.0,3153,4020.714305
26.0,4104,4028.798978
34.0,3679,4036.09674
41.0,4781,4045.633308
45.0,4676,4054.83324
60.0,5867,4066.655499
60.0,5048,4076.744436
28.0,2211,4080.954984
32.0,2993,4086.698025
44.0,4983,4096.55212
9.0,1859,4100.115011
24.0,2891,4105.855584
57.0,5617,4116.930975
40.0,4528,4125.89588
40.0,4137,4134.063336
53.0,5042,4144.015674
41.0,5016,4153.87931
29.0,2467,4158.709599
39.0,3524,4165.689846
75.0,6415,4178.338571
31.0,3977,4186.251241
40.0,4552,4195.202146
68.0,5665,4206.181311
37.0,3496,4212.973487
28.0,2663,4244.486882
65.0,5502,4255.366631
52.0,5306,4265.670408
77.0,5975,4277.364352
54.0,5487,4288.172047
60.0,5497,4298.797152
25.0,3361,4305.324487
72.0,6368,4317.91608
52.0,5348,4328.444222
63.0,5718,4339.684584
54.0,5606,4350.832116
54.0,3936,4358.57238
70.0,5164,4368.744382
87.0,7000,4382.625531
39.0,4487,4391.263556
36.0,4421,4399.931993
49.0,5213,4410.299258
64.0,5135,4420.331779
45.0,4186,4428.460214
84.0,6881,4441.885092
15.0,1630,4444.955364
29.0,4257,4453.221002
56.0,4147,4461.311279
49.0,5230,4471.603158
63.0,6193,4483.745242
41.0,3795,4491.264572
67.0,5604,4502.283483
51.0,5478,4513.089929
61.0,5217,4523.397712
12.0,2212,4527.719742
67.0,5334,4538.178544
47.0,4779,4547.747431
17.0,2632,4552.954337
41.0,3765,4560.368411
42.0,4931,4570.032088
32.0,2008,4574.026679
44.0,5003,4583.93604
56.0,5420,4594.746639
61.0,5394,4605.487928
120.0,7094,4619.623421
44.0,5050,4629.660485
29.0,3667,4636.879968
69.0,5946,4677.527938
59.0,5435,4688.256652
32.0,3753,4695.784194
39.0,3842,4703.538704
47.0,5408,4714.358033
32.0,4617,4723.497272
35.0,2998,4729.280098
50.0,4514,4738.174848
72.0,6401,4751.214417
56.0,4355,4760.075863
45.0,4339,4769.243196
40.0,4532,4778.415222
42.0,4659,4787.834584
46.0,4421,4796.795792
60.0,5205,4807.024934
33.0,3751,4814.607902
21.0,2594,4819.754987
19.0,2555,4824.846861
38.0,4248,4833.294624
16.0,2401,4838.015017
23.0,3466,4844.886215
33.0,3611,4851.987619
73.0,4946,4861.612286
45.0,4903,4871.06751
38.0,3365,4877.489626
59.0,5871,4889.116922
35.0,4726,4898.258163
98.0,7411,4912.873473
62.0,4885,4922.364827
35.0,3961,4930.036579
39.0,4051,4937.860388
57.0,5522,4948.807876
92.0,5971,4960.346548
23.0,2832,4965.823264
31.0,3980,4973.476192
77.0,6752,4986.816845
58.0,5292,4997.096789
50.0,4698,5006.221236
63.0,5881,5017.79023
40.0,3892,5025.384176
31.0,3516,5032.236086
36.0,3780,5039.605632
19.0,2582,5044.513336
26.0,3811,5051.90358
64.0,6150,5064.105113
56.0,4314,5092.102835
61.0,6135,5104.072901
70.0,6118,5115.946425
90.0,6499,5128.577961
61.0,5630,5139.643117
105.0,6179,5151.527313
36.0,4253,5159.723312
39.0,4305,5167.992455
65.0,5168,5177.962818
76.0,5312,5188.254422
75.0,5451,5198.843115
49.0,5482,5209.544466
52.0,5294,5219.830988
44.0,4610,5228.629187
96.0,7228,5242.564383
39.0,3973,5250.214282
33.0,3803,5257.614452
42.0,4818,5267.03307
45.0,4681,5276.067576
59.0,5073,5285.908556
66.0,4069,5293.783197
33.0,2844,5299.526649
43.0,4458,5308.426147
84.0,5510,5319.018147
59.0,4337,5327.461926
47.0,3425,5334.028683
78.0,5905,5345.656158
58.0,4966,5355.425226
31.0,3365,5361.988455
